Alue	Tielaji	Osallinen el‰inlaji	Kuukausi	Tiedot	Riistaonnettomuudet
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	4
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	12
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	6
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	10
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	26
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	19
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	23
MK17 Pohjois-Pohjanmaa	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	16
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	1
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	1
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	2
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	1
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	1
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	3
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	1
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	2
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	1
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	2
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	2
MK17 Pohjois-Pohjanmaa	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	2
MK18 Kainuu	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	1
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	1
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	1
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	3
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	2
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	2
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	6
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	5
MK18 Kainuu	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	3
MK18 Kainuu	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	1
MK18 Kainuu	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	4
MK18 Kainuu	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	7
MK18 Kainuu	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	3
MK18 Kainuu	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	3
MK18 Kainuu	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	16
MK18 Kainuu	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	7
MK18 Kainuu	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	12
MK18 Kainuu	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	4
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	1
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	3
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	1
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	2
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	2
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	1
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK18 Kainuu	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	1
MK19 Lappi	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	13
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	7
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	2
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	6
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	18
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	2
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	10
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	2
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	4
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	21
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	11
MK19 Lappi	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	15
MK19 Lappi	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	12
MK19 Lappi	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	7
MK19 Lappi	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	7
MK19 Lappi	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	1
MK19 Lappi	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	2
MK19 Lappi	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	4
MK19 Lappi	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	8
MK19 Lappi	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	10
MK19 Lappi	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	15
MK19 Lappi	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	23
MK19 Lappi	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	6
MK19 Lappi	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	20
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK19 Lappi	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
